Matiere_OF,ORDRE PRODUCTION,PLATEFORME,CODE CREME,DESCRIPTION,MP CODE,MP NAME,BESOIN (KG),WEEK
C278500000454930,454930,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27850,SILICE COLLOIDAL ANH,0.7461,11
C253000000454930,454930,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C25300,NA HYDROXYDE,6.2475,11
C235500000454930,454930,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23550,GLYCEROL,141.4,11
C205000000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C20500,ACRYLATES COPOLYMER,20.2,11
C210050000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C21005,BENZOYL PEROXYD HYD ARKEMA,33.6664,11
C214600000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C21460,CARBOMER 940/POL 980,8.08,11
C278500000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27850,SILICE COLLOIDAL ANH,0.2121,11
C230500000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23050,DIOCTYL NA SULFOSUCC,0.505,11
C231500000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23150,EDTA DISODIUM,1.01,11
C235500000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23550,GLYCEROL,40.4,11
C253000000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C25300,NA HYDROXYDE,1.734,11
C270500000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27050,POLOXAMER 182,2.02,11
C273500000454873,454873,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27350,PROPYLENE GLYCOL,40.4,11
C215260000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,11
C231500000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C23150,EDTA DISODIUM,1.01,11
C250000000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C25000,METHYL PARABEN,1.01,11
C273500000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C27350,PROPYLENE GLYCOL,40.4,11
C270500000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C27050,POLOXAMER 182,2.02,11
C270200000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C27020,PHENOXYETHANOL,2.525,11
C253000000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C25300,NA HYDROXYDE,1.616,11
C205430000455036,455036,RESS_1200L_GUERIN,B28051,DIFFERIN 0.1% GEL(HEL/FIN NVS),C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,11
C270760000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,11
C254100000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,11
C219900000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,11
C252300000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C25230,NA CITRATE,78.78,11
C233000000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C23300,ETHANOL 96% V/V,303.0,11
C222600000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C22260,COCOBETAINE,181.8,11
C220900000455187,455187,RESS_4000L,B27114,CLOBETASOL 0.050% (FARMAB) SHA,C22090,CLOBETASOL PROPIONATE,1.515,11
C253000000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C25300,NA HYDROXYDE,1.836,11
C214600000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C21460,CARBOMER 940/POL 980,8.08,11
C230500000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C23050,DIOCTYL NA SULFOSUCC,0.505,11
C231500000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C23150,EDTA DISODIUM,1.01,11
C235500000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C23550,GLYCEROL,40.4,11
C270500000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C27050,POLOXAMER 182,2.02,11
C273500000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C27350,PROPYLENE GLYCOL,40.4,11
C210050000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C21005,BENZOYL PEROXYD HYD ARKEMA,134.6664,11
C278500000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C27850,SILICE COLLOIDAL ANH,0.2121,11
C205000000454997,454997,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C20500,ACRYLATES COPOLYMER,20.2,11
C235500000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C23550,GLYCEROL,40.8,11
C242500000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24250,ISOPROPYL PALMITATE,20.4,11
C244000000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24400,LACTIQUE ACIDE 90%,0.408,11
C250200000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25020,METRONIDAZOLE,7.65,11
C253000000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25300,NA HYDROXYDE,0.0,11
C281000000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C28100,SORBITOL 70% NONCRIS,51.0,11
C219000000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21900,CIRE AE,127.5,11
C210550000455092,455092,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,11
C270760000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,11
C254100000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,11
C252300000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25230,NA CITRATE,78.78,11
C233000000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C23300,ETHANOL 96% V/V,303.0,11
C222600000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22260,COCOBETAINE,181.8,11
C219900000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,11
C220950000455194,455194,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22095,CLOBETASOL PROP SYMBIOTEC,1.515,11
C235500000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C23550,GLYCEROL,141.4,11
C278500000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C27850,SILICE COLLOIDAL ANH,0.7424,11
C273500000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C27350,PROPYLENE GLYCOL,141.4,11
C270500000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C27050,POLOXAMER 182,7.07,11
C253000000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C25300,NA HYDROXYDE,6.2475,11
C231500000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C23150,EDTA DISODIUM,3.535,11
C210000000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C21000,BENZOYL PEROXYD HYD,235.6644,11
C214600000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C21460,CARBOMER 940/POL 980,28.28,11
C205000000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C20500,ACRYLATES COPOLYMER,70.7,11
C230500000454929,454929,RESS_6000L_GOAVEC,B26021,BENZAC AC 5% GEL (3500 kg),C23050,DIOCTYL NA SULFOSUCC,1.7675,11
C205000000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C20500,ACRYLATES COPOLYMER,20.2,11
C210000000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C21000,BENZOYL PEROXYD HYD,134.6664,11
C214600000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C21460,CARBOMER 940/POL 980,8.08,11
C230500000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C23050,DIOCTYL NA SULFOSUCC,0.505,11
C231500000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C23150,EDTA DISODIUM,1.01,11
C273500000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C27350,PROPYLENE GLYCOL,40.4,11
C278500000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C27850,SILICE COLLOIDAL ANH,0.2121,11
C235500000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C23550,GLYCEROL,40.4,11
C253000000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C25300,NA HYDROXYDE,1.836,11
C270500000454913,454913,RESS_1200L_GOAVEC,B20022,BENZAC AC 10% GEL,C27050,POLOXAMER 182,2.02,11
C205430000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,11
C227800000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C22780,CYCLOMETHICONE 5.97%,131.3,11
C231500000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23150,EDTA DISODIUM,1.01,11
C270200000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27020,PHENOXYETHANOL,5.05,11
C264900000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C26490,PEG 20 METH GLU SESQ,35.35,11
C253000000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25300,NA HYDROXYDE,1.616,11
C250000000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25000,METHYL PARABEN,2.02,11
C214200000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C21420,CARBOMER934P/POL974P,4.545,11
C235500000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23550,GLYCEROL,30.3,11
C282000000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C28200,SQUALANE NATUREL,60.6,11
C273000000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27300,PROPYL PARABEN,1.01,11
C249500000455110,455110,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C24950,METHYL GLUCOSE SESQU,35.35,11
C270760000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,11
C222600000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22260,COCOBETAINE,181.8,11
C233000000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C23300,ETHANOL 96% V/V,303.0,11
C252300000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25230,NA CITRATE,78.78,11
C220950000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22095,CLOBETASOL PROP SYMBIOTEC,1.515,11
C254100000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,11
C219900000455193,455193,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,11
C253000000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25300,NA HYDROXYDE,0.0,11
C250200000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25020,METRONIDAZOLE,7.65,11
C244000000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24400,LACTIQUE ACIDE 90%,0.408,11
C242500000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24250,ISOPROPYL PALMITATE,20.4,11
C235500000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C23550,GLYCEROL,40.8,11
C219000000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21900,CIRE AE,127.5,11
C210550000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,11
C281000000455091,455091,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C28100,SORBITOL 70% NONCRIS,51.0,11
C219900000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,11
C231500000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C23150,EDTA DISODIUM,0.505,11
C235500000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C23550,GLYCEROL,40.4,11
C242500000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,11
C270200000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,11
C215350000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21535,CARBOMER1342/PEM TR1 USP,2.02,11
C215800000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,11
C256300000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,11
C217000000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21700,CETYLIQUE ALCOOL,35.35,11
C253000000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,11
C229800000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C22980,DIMETICONE 20 CST,5.05,11
C242600000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C24260,IVERMECTINE,11.22,11
C273000000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,11
C283500000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C28350,STEARYLIQUE ALCOOL,25.25,11
C280000000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C28000,SORBITAN MONOSTEARAT,20.2,11
C273500000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C27350,PROPYLENE GLYCOL,20.2,11
C250000000455103,455103,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,11
C270760000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,11
C254100000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,11
C252300000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25230,NA CITRATE,78.78,11
C233000000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C23300,ETHANOL 96% V/V,303.0,11
C222600000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22260,COCOBETAINE,181.8,11
C220950000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22095,CLOBETASOL PROP SYMBIOTEC,1.515,11
C219900000455192,455192,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,11
C214150000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C21415,CAPRYLYL GLYCOL 99%,5.1,11
C299990000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C29999,SACHE 1000L PRBIB CHASSIS INOX,2.0,11
C288500000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C28850,VITAMINE E ACETATE,2.04,11
C278600000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C27860,SODIUM ACRYL COPOL & LECITHIN,15.3,11
C270200000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C27020,PHENOXYETHANOL,5.1,11
C248800000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C24880,MALTODEXTR/LACTOBACIL FERMENT,3.06,11
C241600000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C24160,ISOPENTYLDIOL/TRIFOL PRAT EXTR,10.2,11
C235510000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C23551,GLYCEROL COS,51.0,11
C235100000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C23510,FRAGRANCE PURE TOUCH G11924066,3.06,11
C229400000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C22940,DICAPRYLYL ETHER,15.3,11
C229060000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C22906,"DEXPANTHENOL, 75% AQUEOUS SOL",13.668,11
C207100000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C20710,ALUMIN.STARCH OCTENYLSUCCINATE,15.3,11
C39022710000454871,454871,RESS_6000L_GOAVEC,B20H79,MICROBIOME EQUALIZER,C3902271,Squalane,25.5,11
C205430000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,11
C227800000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C22780,CYCLOMETHICONE 5.97%,131.3,11
C231500000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23150,EDTA DISODIUM,1.01,11
C249500000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C24950,METHYL GLUCOSE SESQU,35.35,11
C250000000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25000,METHYL PARABEN,2.02,11
C253000000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25300,NA HYDROXYDE,1.616,11
C235500000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23550,GLYCEROL,30.3,11
C270200000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27020,PHENOXYETHANOL,5.05,11
C273000000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27300,PROPYL PARABEN,1.01,11
C282000000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C28200,SQUALANE NATUREL,60.6,11
C264900000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C26490,PEG 20 METH GLU SESQ,35.35,11
C214200000455109,455109,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C21420,CARBOMER934P/POL974P,4.545,11
C242600000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C24260,IVERMECTINE,11.22,11
C250000000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,11
C283500000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C28350,STEARYLIQUE ALCOOL,25.25,11
C280000000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C28000,SORBITAN MONOSTEARAT,20.2,11
C273500000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C27350,PROPYLENE GLYCOL,20.2,11
C273000000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,11
C270200000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,11
C256300000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,11
C253000000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,11
C242500000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,11
C235500000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C23550,GLYCEROL,40.4,11
C231500000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C23150,EDTA DISODIUM,0.505,11
C229800000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C22980,DIMETICONE 20 CST,5.05,11
C219900000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,11
C217000000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21700,CETYLIQUE ALCOOL,35.35,11
C215800000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,11
C215350000455104,455104,RESS_1200L_GOAVEC,B20414,IVERMECTIN 1% CRE,C21535,CARBOMER1342/PEM TR1 USP,2.02,11
C210050000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C21005,BENZOYL PEROXYD HYD ARKEMA,407.9592,11
C214600000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C21460,CARBOMER 940/POL 980,48.96,11
C230500000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C23050,DIOCTYL NA SULFOSUCC,3.06,11
C231500000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C23150,EDTA DISODIUM,6.12,11
C273500000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C27350,PROPYLENE GLYCOL,244.8,11
C253000000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C25300,NA HYDROXYDE,10.71,11
C270500000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C27050,POLOXAMER 182,12.24,11
C278500000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C27850,SILICE COLLOIDAL ANH,1.2852,11
C235500000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C23550,GLYCEROL,244.8,11
C205000000454920,454920,RESS_6000L_GOAVEC,B24021,BENZAC AC 5% GEL (6T ARKEMA),C20500,ACRYLATES COPOLYMER,122.4,11
C233000000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C23300,ETHANOL 96% V/V,303.0,11
C270760000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,11
C254100000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,11
C219900000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,11
C220950000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22095,CLOBETASOL PROP SYMBIOTEC,1.515,11
C222600000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22260,COCOBETAINE,181.8,11
C252300000455191,455191,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25230,NA CITRATE,78.78,11
C242500000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24250,ISOPROPYL PALMITATE,20.4,11
C210550000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,11
C219000000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C21900,CIRE AE,127.5,11
C281000000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C28100,SORBITOL 70% NONCRIS,51.0,11
C253000000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25300,NA HYDROXYDE,0.0,11
C250200000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C25020,METRONIDAZOLE,7.65,11
C244000000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C24400,LACTIQUE ACIDE 90%,0.408,11
C235500000455090,455090,RESS_1200L_GUERIN,B20075,METRONIDAZOLE 0.75% CRE,C23550,GLYCEROL,40.8,11
C231500000454999,454999,RESS_1200L_GOAVEC,B28022,BENZAC AC 10% GEL 1T,C23150,EDTA DISODIUM,1.02,11
